claim_id,estimate_id,estimate_date,estimate_source,third_party_id,estimate_type,estimate_amount,building_amount,contents_amount,other_structures_amount,loss_of_use_amount,estimate_status,estimate_description
CLM00261,EST0000683,2023-04-08,Plumber,TP00043,Plumber Estimate,13600,10411,1486,591,1112,Under Review,Estimate submitted by involved plumber.
CLM00261,EST0000684,2023-04-23,Public Adjuster,TP00066,Public Adjuster Estimate,20500,17716,1631,1516,0,Partially Accepted,Estimate package submitted by public adjuster.
CLM00262,EST0000685,2024-07-26,Carrier,,Initial,13900,11939,1573,378,10,Final,Initial carrier estimate following inspection and scope review.
CLM00263,EST0000686,2023-10-03,Carrier,,Initial,185000,155424,10064,12284,7228,Superseded,Initial carrier estimate following inspection and scope review.
CLM00263,EST0000687,2023-09-30,Electrician,TP00091,Electrician Estimate,387900,341581,16544,11907,17868,Partially Accepted,Estimate submitted by involved electrician.
CLM00263,EST0000688,2023-09-30,Public Adjuster,TP00071,Public Adjuster Estimate,320000,283721,25696,24211,0,Partially Accepted,Estimate package submitted by public adjuster.
CLM00263,EST0000689,2023-11-15,Electrician,,Supplement,383300,324166,14433,25674,19027,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00264,EST0000690,2025-05-30,Carrier,,Initial,12900,9507,416,790,2187,Superseded,Initial carrier estimate following inspection and scope review.
CLM00264,EST0000691,2025-05-27,General Contractor,TP00056,General Contractor Estimate,16800,15100,1250,1000,0,Partially Accepted,Estimate submitted by involved general contractor.
CLM00264,EST0000692,2025-06-11,Public Adjuster,TP00069,Public Adjuster Estimate,21400,17206,1482,1557,1155,Accepted,Estimate package submitted by public adjuster.
CLM00264,EST0000693,2025-08-18,Carrier,TP00056,Supplement,23200,20195,1605,679,721,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00265,EST0000694,2024-01-28,Carrier,,Initial,35200,28802,1308,2417,2673,Superseded,Initial carrier estimate following inspection and scope review.
CLM00265,EST0000695,2024-01-29,Plumber,TP00045,Plumber Estimate,44600,33269,3007,1048,7276,Partially Accepted,Estimate submitted by involved plumber.
CLM00265,EST0000696,2024-03-30,Carrier,TP00045,Supplement,46200,35237,3479,1016,6468,Under Review,Updated estimate following reinspection and documentation review.
CLM00265,EST0000697,2024-03-02,General Contractor,TP00045,Revised,55200,44250,2796,1504,6650,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00266,EST0000698,2022-03-01,Carrier,,Initial,20300,15053,2386,844,2017,Final,Initial carrier estimate following inspection and scope review.
CLM00267,EST0000699,2022-03-23,Carrier,,Initial,26900,21823,2451,30,2596,Superseded,Initial carrier estimate following inspection and scope review.
CLM00267,EST0000700,2022-04-03,Roofer,TP00029,Roofer Estimate,59900,44491,5025,1116,9268,Partially Accepted,Estimate submitted by involved roofer.
CLM00267,EST0000701,2022-04-08,Public Adjuster,TP00068,Public Adjuster Estimate,44800,33038,3644,1597,6521,Accepted,Estimate package submitted by public adjuster.
CLM00267,EST0000702,2022-05-04,General Contractor,,Supplement,53300,38746,2230,3303,9021,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00268,EST0000703,2023-05-14,Carrier,,Initial,5200,4529,532,99,40,Superseded,Initial carrier estimate following inspection and scope review.
CLM00268,EST0000704,2023-05-26,General Contractor,TP00054,General Contractor Estimate,6500,4896,559,282,763,Partially Accepted,Estimate submitted by involved general contractor.
CLM00268,EST0000705,2023-05-19,Public Adjuster,TP00066,Public Adjuster Estimate,8600,6817,999,639,145,Partially Accepted,Estimate package submitted by public adjuster.
CLM00268,EST0000706,2023-07-11,Carrier,,Revised,10000,8290,1073,505,132,Under Review,Revised estimate created following scope reconciliation.
CLM00268,EST0000707,2023-07-09,General Contractor,TP00054,Revised,11300,9589,760,412,539,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00269,EST0000708,2022-11-21,Carrier,,Initial,42900,31393,2175,2189,7143,Final,Initial carrier estimate following inspection and scope review.
CLM00269,EST0000709,2022-11-23,Roofer,TP00032,Roofer Estimate,59900,51452,2964,3267,2217,Under Review,Estimate submitted by involved roofer.
CLM00270,EST0000710,2022-08-18,Carrier,,Initial,32000,27582,3456,1325,0,Superseded,Initial carrier estimate following inspection and scope review.
CLM00270,EST0000711,2022-09-06,Plumber,TP00046,Plumber Estimate,29500,25733,1569,2026,172,Partially Accepted,Estimate submitted by involved plumber.
CLM00271,EST0000712,2022-10-20,Carrier,,Initial,35100,31568,1270,23,2239,Superseded,Initial carrier estimate following inspection and scope review.
CLM00271,EST0000713,2022-10-20,Roofer,TP00036,Roofer Estimate,42200,33987,3587,512,4114,Partially Accepted,Estimate submitted by involved roofer.
CLM00271,EST0000714,2022-12-14,Roofer,,Supplement,49000,35867,1104,1419,10610,Under Review,Supplemental estimate received with additional repair line items.
CLM00271,EST0000715,2022-12-04,Carrier,TP00036,Revised,53400,47282,4293,1208,617,Partially Accepted,Revised estimate created following scope reconciliation.
CLM00272,EST0000716,2025-03-15,Carrier,,Initial,24900,21767,2005,1057,71,Superseded,Initial carrier estimate following inspection and scope review.
CLM00272,EST0000717,2025-03-15,General Contractor,TP00054,General Contractor Estimate,23000,18127,1755,304,2814,Partially Accepted,Estimate submitted by involved general contractor.
CLM00272,EST0000718,2025-06-11,General Contractor,,Revised,25900,20650,1759,1489,2002,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00273,EST0000719,2022-12-29,Carrier,,Initial,17000,14366,650,1331,653,Final,Initial carrier estimate following inspection and scope review.
CLM00274,EST0000720,2022-06-25,Carrier,,Initial,50500,41085,1496,1173,6746,Superseded,Initial carrier estimate following inspection and scope review.
CLM00274,EST0000721,2022-06-25,Roofer,TP00029,Roofer Estimate,73400,52944,6911,5407,8138,Partially Accepted,Estimate submitted by involved roofer.
CLM00274,EST0000722,2022-07-24,General Contractor,TP00029,Revised,77500,56417,5557,3649,11877,Under Review,Revised estimate created following scope reconciliation.
CLM00274,EST0000723,2022-07-18,General Contractor,TP00029,Supplement,94900,69182,5556,544,19618,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00275,EST0000724,2022-09-02,Carrier,,Initial,39500,30813,1693,2207,4787,Superseded,Initial carrier estimate following inspection and scope review.
CLM00275,EST0000725,2022-09-15,Electrician,TP00092,Electrician Estimate,55100,48374,2422,2299,2005,Partially Accepted,Estimate submitted by involved electrician.
CLM00275,EST0000726,2022-10-02,Public Adjuster,TP00068,Public Adjuster Estimate,64200,46383,3064,3354,11399,Under Review,Estimate package submitted by public adjuster.
CLM00275,EST0000727,2022-11-12,General Contractor,,Supplement,68800,59159,2779,536,6326,Under Review,Updated estimate following reinspection and documentation review.
CLM00275,EST0000728,2022-12-07,General Contractor,TP00092,Revised,81300,72231,7639,4894,0,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00276,EST0000729,2024-09-12,Carrier,,Initial,34900,25771,1979,503,6647,Superseded,Initial carrier estimate following inspection and scope review.
CLM00276,EST0000730,2024-09-08,Roofer,TP00037,Roofer Estimate,38700,31184,4428,2333,755,Partially Accepted,Estimate submitted by involved roofer.
CLM00276,EST0000731,2024-12-08,Roofer,,Supplement,40400,30298,2438,706,6958,Under Review,Updated estimate following reinspection and documentation review.
CLM00276,EST0000732,2024-11-25,Roofer,,Supplement,48900,36110,2550,3203,7037,Partially Accepted,Revised estimate created following scope reconciliation.
CLM00277,EST0000733,2024-03-05,Carrier,,Initial,24000,19917,557,255,3271,Final,Initial carrier estimate following inspection and scope review.
CLM00278,EST0000734,2025-04-18,Carrier,,Initial,44800,36675,2675,1325,4125,Superseded,Initial carrier estimate following inspection and scope review.
CLM00278,EST0000735,2025-04-21,Plumber,TP00038,Plumber Estimate,99100,71540,4421,7580,15559,Partially Accepted,Estimate submitted by involved plumber.
CLM00278,EST0000736,2025-05-10,Public Adjuster,TP00065,Public Adjuster Estimate,57000,46279,4303,295,6123,Under Review,Estimate package submitted by public adjuster.
CLM00278,EST0000737,2025-07-01,General Contractor,,Revised,58900,51203,3054,4376,267,Under Review,Supplemental estimate received with additional repair line items.
CLM00278,EST0000738,2025-06-25,Carrier,TP00038,Supplement,65300,51058,5022,1739,7481,Under Review,Supplemental estimate received with additional repair line items.
CLM00278,EST0000739,2025-06-22,Plumber,,Supplement,78300,61192,8275,2519,6314,Under Review,Updated estimate following reinspection and documentation review.
CLM00278,EST0000740,2025-06-27,Carrier,TP00038,Revised,86800,69856,4818,615,11511,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00279,EST0000741,2024-12-03,Carrier,,Initial,68200,52873,2472,1606,11249,Final,Initial carrier estimate following inspection and scope review.
CLM00279,EST0000742,2024-11-26,Roofer,TP00033,Roofer Estimate,80900,70143,2788,1264,6705,Under Review,Estimate submitted by involved roofer.
CLM00280,EST0000743,2022-10-09,Carrier,,Initial,34600,25860,3703,1754,3283,Superseded,Initial carrier estimate following inspection and scope review.
CLM00280,EST0000744,2022-10-24,Roofer,TP00027,Roofer Estimate,62700,49010,6234,2241,5215,Partially Accepted,Estimate submitted by involved roofer.
CLM00280,EST0000745,2023-01-12,Carrier,TP00027,Supplement,68600,57959,3562,4612,2467,Under Review,Updated estimate following reinspection and documentation review.
CLM00280,EST0000746,2023-01-02,Carrier,,Revised,84300,69326,9093,1259,4622,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00281,EST0000747,2025-06-27,Carrier,,Initial,27900,24779,1396,1607,118,Superseded,Initial carrier estimate following inspection and scope review.
CLM00281,EST0000748,2025-07-11,Plumber,TP00038,Plumber Estimate,44900,38590,3150,1763,1397,Partially Accepted,Estimate submitted by involved plumber.
CLM00281,EST0000749,2025-08-16,General Contractor,TP00038,Revised,53000,47428,5985,3911,0,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00282,EST0000750,2024-06-01,Carrier,,Initial,20200,16601,873,906,1820,Final,Initial carrier estimate following inspection and scope review.
CLM00282,EST0000751,2024-06-04,General Contractor,TP00055,General Contractor Estimate,26700,23887,811,751,1251,Under Review,Estimate submitted by involved general contractor.
CLM00283,EST0000752,2022-12-21,Carrier,,Initial,37100,31483,3541,24,2052,Superseded,Initial carrier estimate following inspection and scope review.
CLM00283,EST0000753,2022-12-29,Plumber,TP00046,Plumber Estimate,35200,28227,3013,2620,1340,Partially Accepted,Estimate submitted by involved plumber.
CLM00283,EST0000754,2022-12-21,Public Adjuster,TP00066,Public Adjuster Estimate,57100,43864,5409,3176,4651,Under Review,Estimate package submitted by public adjuster.
CLM00283,EST0000755,2023-01-20,General Contractor,TP00046,Supplement,70500,52256,3638,4656,9950,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00284,EST0000756,2025-03-19,Carrier,,Initial,15500,12127,1105,214,2054,Final,Initial carrier estimate following inspection and scope review.
CLM00285,EST0000757,2024-04-17,Carrier,,Initial,16100,14000,1502,50,548,Final,Initial carrier estimate following inspection and scope review.
CLM00285,EST0000758,2024-04-13,Roofer,TP00028,Roofer Estimate,19000,15761,1442,1442,355,Under Review,Estimate submitted by involved roofer.
CLM00286,EST0000759,2025-02-28,Carrier,,Initial,105600,85221,5505,4016,10858,Final,Initial carrier estimate following inspection and scope review.
CLM00286,EST0000760,2025-03-06,Roofer,TP00031,Roofer Estimate,134700,112421,6054,1673,14552,Under Review,Estimate submitted by involved roofer.
CLM00287,EST0000761,2023-12-22,Carrier,,Initial,8700,6974,849,53,824,Superseded,Initial carrier estimate following inspection and scope review.
CLM00287,EST0000762,2023-12-31,Plumber,TP00046,Plumber Estimate,10400,8875,1013,817,0,Partially Accepted,Estimate submitted by involved plumber.
CLM00287,EST0000763,2024-01-16,Public Adjuster,TP00070,Public Adjuster Estimate,14900,13054,1639,698,0,Accepted,Estimate package submitted by public adjuster.
CLM00287,EST0000764,2024-01-20,Carrier,TP00046,Revised,15700,13940,933,254,573,Under Review,Revised estimate created following scope reconciliation.
CLM00287,EST0000765,2024-03-01,Carrier,TP00046,Supplement,16900,12993,1530,11,2366,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00288,EST0000766,2025-06-06,Carrier,,Initial,26500,22392,2506,1513,89,Final,Initial carrier estimate following inspection and scope review.
CLM00288,EST0000767,2025-06-12,Roofer,TP00026,Roofer Estimate,61400,45377,6648,1407,7968,Under Review,Estimate submitted by involved roofer.
CLM00289,EST0000768,2023-11-02,Carrier,,Initial,13500,9797,316,187,3200,Superseded,Initial carrier estimate following inspection and scope review.
CLM00289,EST0000769,2023-11-08,General Contractor,TP00053,General Contractor Estimate,15200,12930,1068,270,932,Partially Accepted,Estimate submitted by involved general contractor.
CLM00289,EST0000770,2023-11-24,Public Adjuster,TP00071,Public Adjuster Estimate,18000,15903,1513,664,0,Accepted,Estimate package submitted by public adjuster.
CLM00289,EST0000771,2023-12-13,Carrier,TP00053,Supplement,18600,15051,1771,845,933,Under Review,Revised estimate created following scope reconciliation.
CLM00289,EST0000772,2024-01-02,General Contractor,,Revised,20700,18342,2118,1339,0,Partially Accepted,Revised estimate created following scope reconciliation.
CLM00290,EST0000773,2023-03-30,Carrier,,Initial,34700,27347,1298,581,5474,Superseded,Initial carrier estimate following inspection and scope review.
CLM00290,EST0000774,2023-04-10,Roofer,TP00030,Roofer Estimate,40000,34184,2486,2511,819,Partially Accepted,Estimate submitted by involved roofer.
CLM00290,EST0000775,2023-07-09,Roofer,TP00030,Supplement,41300,30256,1589,3205,6250,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00291,EST0000776,2024-02-11,Carrier,,Initial,38800,28545,2411,2451,5393,Superseded,Initial carrier estimate following inspection and scope review.
CLM00291,EST0000777,2024-02-06,Electrician,TP00090,Electrician Estimate,45900,36077,1489,547,7787,Partially Accepted,Estimate submitted by involved electrician.
CLM00292,EST0000778,2024-11-05,Carrier,,Initial,24200,20853,591,1665,1091,Final,Initial carrier estimate following inspection and scope review.
CLM00293,EST0000779,2023-07-17,Carrier,,Initial,19000,14776,1605,766,1853,Final,Initial carrier estimate following inspection and scope review.
CLM00293,EST0000780,2023-07-29,Roofer,TP00026,Roofer Estimate,25600,21441,2462,1828,0,Under Review,Estimate submitted by involved roofer.
CLM00294,EST0000781,2025-12-07,Carrier,,Initial,13200,10897,308,294,1701,Final,Initial carrier estimate following inspection and scope review.
CLM00294,EST0000782,2025-12-16,General Contractor,TP00048,General Contractor Estimate,24200,20548,1851,1725,76,Under Review,Estimate submitted by involved general contractor.
CLM00295,EST0000783,2024-08-26,Carrier,,Initial,23400,18356,1118,1073,2853,Superseded,Initial carrier estimate following inspection and scope review.
CLM00295,EST0000784,2024-09-11,General Contractor,TP00051,General Contractor Estimate,30600,23743,1263,1537,4057,Partially Accepted,Estimate submitted by involved general contractor.
CLM00295,EST0000785,2024-12-07,Carrier,TP00051,Supplement,36800,27964,1208,1146,6482,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00296,EST0000786,2024-10-16,Carrier,,Initial,22000,18896,2146,318,640,Superseded,Initial carrier estimate following inspection and scope review.
CLM00296,EST0000787,2024-10-18,Roofer,TP00029,Roofer Estimate,29500,21429,2947,1528,3596,Partially Accepted,Estimate submitted by involved roofer.
CLM00297,EST0000788,2024-01-04,Carrier,,Initial,9500,8284,266,367,583,Superseded,Initial carrier estimate following inspection and scope review.
CLM00297,EST0000789,2024-01-11,General Contractor,TP00053,General Contractor Estimate,10200,8630,1216,332,22,Partially Accepted,Estimate submitted by involved general contractor.
CLM00297,EST0000790,2024-04-12,General Contractor,TP00053,Supplement,10600,8985,362,670,583,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00298,EST0000791,2025-02-28,Carrier,,Initial,21400,16218,761,1662,2759,Superseded,Initial carrier estimate following inspection and scope review.
CLM00298,EST0000792,2025-03-06,Roofer,TP00027,Roofer Estimate,22500,20011,619,1760,110,Partially Accepted,Estimate submitted by involved roofer.
CLM00298,EST0000793,2025-04-08,Roofer,,Revised,25000,20621,792,1520,2067,Partially Accepted,Revised estimate created following scope reconciliation.
CLM00299,EST0000794,2023-06-19,Carrier,,Initial,40100,31716,3527,2655,2202,Superseded,Initial carrier estimate following inspection and scope review.
CLM00299,EST0000795,2023-06-30,Roofer,TP00028,Roofer Estimate,48600,43242,3437,3109,0,Partially Accepted,Estimate submitted by involved roofer.
CLM00300,EST0000796,2024-10-19,Carrier,,Initial,30600,25350,782,1106,3362,Final,Initial carrier estimate following inspection and scope review.
CLM00300,EST0000797,2024-10-26,Roofer,TP00035,Roofer Estimate,36700,32267,1928,647,1858,Under Review,Estimate submitted by involved roofer.
CLM00301,EST0000798,2025-11-19,Carrier,,Initial,17700,14118,2109,1076,397,Superseded,Initial carrier estimate following inspection and scope review.
CLM00301,EST0000799,2025-11-30,Roofer,TP00036,Roofer Estimate,16000,12866,1583,617,934,Partially Accepted,Estimate submitted by involved roofer.
CLM00302,EST0000800,2024-01-19,Carrier,,Initial,9200,8198,1064,108,0,Final,Initial carrier estimate following inspection and scope review.
CLM00302,EST0000801,2024-01-29,General Contractor,TP00051,General Contractor Estimate,10100,8238,1053,376,433,Under Review,Estimate submitted by involved general contractor.
CLM00303,EST0000802,2022-02-02,Carrier,,Initial,26000,19426,1143,903,4528,Superseded,Initial carrier estimate following inspection and scope review.
CLM00303,EST0000803,2022-02-06,General Contractor,TP00055,General Contractor Estimate,38100,27524,4208,1170,5198,Partially Accepted,Estimate submitted by involved general contractor.
CLM00303,EST0000804,2022-03-01,General Contractor,TP00055,Supplement,47000,35690,5603,1544,4163,Under Review,Supplemental estimate received with additional repair line items.
CLM00303,EST0000805,2022-02-25,Carrier,,Revised,56200,47536,2169,3611,2884,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00304,EST0000806,2024-07-28,Carrier,,Initial,108100,86520,6392,1072,14116,Final,Initial carrier estimate following inspection and scope review.
CLM00304,EST0000807,2024-08-16,Roofer,TP00028,Roofer Estimate,102400,84943,3397,1992,12068,Under Review,Estimate submitted by involved roofer.
CLM00304,EST0000808,2024-08-18,Public Adjuster,TP00065,Public Adjuster Estimate,155300,135847,6775,6051,6627,Partially Accepted,Estimate package submitted by public adjuster.
CLM00305,EST0000809,2022-04-05,Carrier,,Initial,158500,135418,6045,10673,6364,Superseded,Initial carrier estimate following inspection and scope review.
CLM00305,EST0000810,2022-04-16,Electrician,TP00091,Electrician Estimate,148200,132617,13861,2934,0,Partially Accepted,Estimate submitted by involved electrician.
CLM00305,EST0000811,2022-04-19,Public Adjuster,TP00067,Public Adjuster Estimate,220000,172143,16133,10333,21391,Partially Accepted,Estimate package submitted by public adjuster.
CLM00305,EST0000812,2022-07-07,Carrier,TP00091,Supplement,256800,208181,24357,3658,20604,Under Review,Supplemental estimate received with additional repair line items.
CLM00305,EST0000813,2022-05-01,Carrier,TP00091,Supplement,264100,200364,17329,4750,41657,Partially Accepted,Revised estimate created following scope reconciliation.
CLM00306,EST0000814,2023-03-27,Carrier,,Initial,185600,140892,4211,11498,28999,Final,Initial carrier estimate following inspection and scope review.
CLM00306,EST0000815,2023-04-04,Electrician,TP00091,Electrician Estimate,185700,150290,10419,12361,12630,Under Review,Estimate submitted by involved electrician.
CLM00307,EST0000816,2024-10-23,Carrier,,Initial,40900,32720,2283,2981,2916,Superseded,Initial carrier estimate following inspection and scope review.
CLM00307,EST0000817,2024-11-02,Roofer,TP00028,Roofer Estimate,84000,66139,3553,1249,13059,Partially Accepted,Estimate submitted by involved roofer.
CLM00307,EST0000818,2024-10-30,Public Adjuster,TP00066,Public Adjuster Estimate,68400,58676,5431,284,4009,Under Review,Estimate package submitted by public adjuster.
CLM00307,EST0000819,2024-11-27,General Contractor,,Supplement,73300,56529,4487,2869,9415,Under Review,Updated estimate following reinspection and documentation review.
CLM00307,EST0000820,2025-01-18,Carrier,,Revised,77200,59829,7867,3577,5927,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00308,EST0000821,2024-04-27,Carrier,,Initial,17500,14026,1431,816,1227,Final,Initial carrier estimate following inspection and scope review.
CLM00308,EST0000822,2024-05-03,Roofer,TP00029,Roofer Estimate,21000,15661,2090,546,2703,Under Review,Estimate submitted by involved roofer.
CLM00309,EST0000823,2025-10-07,Carrier,,Initial,42900,35117,1185,447,6151,Final,Initial carrier estimate following inspection and scope review.
CLM00309,EST0000824,2025-10-09,Roofer,TP00036,Roofer Estimate,42900,31012,1158,1512,9218,Under Review,Estimate submitted by involved roofer.
CLM00310,EST0000825,2023-02-17,Carrier,,Initial,7700,6091,770,450,389,Superseded,Initial carrier estimate following inspection and scope review.
CLM00310,EST0000826,2023-02-25,General Contractor,TP00057,General Contractor Estimate,7700,6623,676,177,224,Partially Accepted,Estimate submitted by involved general contractor.
CLM00310,EST0000827,2023-03-15,Carrier,TP00057,Revised,9100,6570,209,528,1793,Under Review,Supplemental estimate received with additional repair line items.
CLM00310,EST0000828,2023-04-15,General Contractor,TP00057,Revised,11300,8419,387,329,2165,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00311,EST0000829,2022-03-21,Carrier,,Initial,13900,11050,655,791,1404,Final,Initial carrier estimate following inspection and scope review.
CLM00311,EST0000830,2022-04-03,Plumber,TP00044,Plumber Estimate,16200,13700,640,781,1079,Under Review,Estimate submitted by involved plumber.
CLM00312,EST0000831,2025-03-22,Carrier,,Initial,33400,29980,3769,1941,0,Final,Initial carrier estimate following inspection and scope review.
CLM00312,EST0000832,2025-03-26,Plumber,TP00047,Plumber Estimate,45300,32699,907,3428,8266,Under Review,Estimate submitted by involved plumber.
CLM00313,EST0000833,2023-02-27,Carrier,,Initial,14900,11483,1509,707,1201,Superseded,Initial carrier estimate following inspection and scope review.
CLM00313,EST0000834,2023-03-05,Roofer,TP00027,Roofer Estimate,31300,23651,837,2055,4757,Partially Accepted,Estimate submitted by involved roofer.
CLM00313,EST0000835,2023-04-16,Carrier,,Supplement,36600,26913,3466,861,5360,Under Review,Updated estimate following reinspection and documentation review.
CLM00313,EST0000836,2023-05-17,General Contractor,,Revised,43500,32610,2635,2787,5468,Under Review,Updated estimate following reinspection and documentation review.
CLM00313,EST0000837,2023-04-17,Roofer,,Revised,50300,42339,4820,3894,0,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00314,EST0000838,2024-11-11,Carrier,,Initial,6700,5409,302,212,777,Superseded,Initial carrier estimate following inspection and scope review.
CLM00314,EST0000839,2024-11-25,General Contractor,TP00056,General Contractor Estimate,6400,5050,257,500,593,Partially Accepted,Estimate submitted by involved general contractor.
CLM00315,EST0000840,2025-09-02,Carrier,,Initial,24000,18238,2168,1465,2129,Superseded,Initial carrier estimate following inspection and scope review.
CLM00315,EST0000841,2025-09-21,Roofer,TP00034,Roofer Estimate,30400,21968,2214,706,5512,Partially Accepted,Estimate submitted by involved roofer.
CLM00316,EST0000842,2023-06-27,Carrier,,Initial,31600,25470,2112,1888,2130,Final,Initial carrier estimate following inspection and scope review.
CLM00316,EST0000843,2023-07-03,Roofer,TP00028,Roofer Estimate,30900,27434,2015,21,1430,Under Review,Estimate submitted by involved roofer.
CLM00317,EST0000844,2024-10-22,Carrier,,Initial,108200,81558,4321,7553,14768,Superseded,Initial carrier estimate following inspection and scope review.
CLM00317,EST0000845,2024-10-30,Roofer,TP00027,Roofer Estimate,122200,89515,10964,7187,14534,Partially Accepted,Estimate submitted by involved roofer.
CLM00317,EST0000846,2024-12-17,Roofer,TP00027,Supplement,131900,99631,4131,271,27867,Partially Accepted,Revised estimate created following scope reconciliation.
CLM00318,EST0000847,2025-01-27,Carrier,,Initial,27100,20075,946,924,5155,Final,Initial carrier estimate following inspection and scope review.
CLM00318,EST0000848,2025-02-11,Roofer,TP00027,Roofer Estimate,25900,23287,1233,596,784,Under Review,Estimate submitted by involved roofer.
CLM00319,EST0000849,2024-11-24,Carrier,,Initial,9400,8163,888,115,234,Superseded,Initial carrier estimate following inspection and scope review.
CLM00319,EST0000850,2024-11-26,General Contractor,TP00051,General Contractor Estimate,16300,13379,797,1025,1099,Partially Accepted,Estimate submitted by involved general contractor.
CLM00319,EST0000851,2024-12-11,Public Adjuster,TP00069,Public Adjuster Estimate,16700,13552,1095,609,1444,Under Review,Estimate package submitted by public adjuster.
CLM00319,EST0000852,2025-02-08,Carrier,TP00051,Supplement,18600,13620,1688,1344,1948,Under Review,Updated estimate following reinspection and documentation review.
CLM00319,EST0000853,2025-02-06,General Contractor,,Supplement,22500,16475,569,632,4824,Under Review,Revised estimate created following scope reconciliation.
CLM00319,EST0000854,2025-02-02,Carrier,TP00051,Supplement,25000,22070,2021,1408,0,Under Review,Supplemental estimate received with additional repair line items.
CLM00319,EST0000855,2025-01-26,General Contractor,,Supplement,26800,21870,2700,1355,875,Partially Accepted,Revised estimate created following scope reconciliation.
CLM00320,EST0000856,2022-09-07,Carrier,,Initial,7000,6201,374,529,0,Superseded,Initial carrier estimate following inspection and scope review.
CLM00320,EST0000857,2022-09-19,General Contractor,TP00048,General Contractor Estimate,9400,7099,1046,110,1145,Partially Accepted,Estimate submitted by involved general contractor.
CLM00321,EST0000858,2025-03-09,Carrier,,Initial,41000,29747,3509,389,7355,Superseded,Initial carrier estimate following inspection and scope review.
CLM00321,EST0000859,2025-03-09,Plumber,TP00042,Plumber Estimate,55500,45798,6447,1796,1459,Partially Accepted,Estimate submitted by involved plumber.
CLM00322,EST0000860,2025-05-26,Carrier,,Initial,27500,20044,3117,810,3529,Superseded,Initial carrier estimate following inspection and scope review.
CLM00322,EST0000861,2025-05-30,Plumber,TP00042,Plumber Estimate,35700,27217,2513,1038,4932,Partially Accepted,Estimate submitted by involved plumber.
CLM00322,EST0000862,2025-06-02,Public Adjuster,TP00066,Public Adjuster Estimate,40500,35830,1764,1096,1810,Accepted,Estimate package submitted by public adjuster.
CLM00322,EST0000863,2025-08-09,Carrier,TP00042,Supplement,49100,36691,1004,3664,7741,Under Review,Revised estimate created following scope reconciliation.
CLM00322,EST0000864,2025-07-25,General Contractor,,Revised,56600,44380,3692,3499,5029,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00323,EST0000865,2022-07-23,Carrier,,Initial,17800,14156,1240,542,1862,Superseded,Initial carrier estimate following inspection and scope review.
CLM00323,EST0000866,2022-08-07,Plumber,TP00039,Plumber Estimate,32100,23145,3389,1236,4330,Partially Accepted,Estimate submitted by involved plumber.
CLM00323,EST0000867,2022-09-19,Carrier,,Revised,33400,27429,1955,1802,2214,Under Review,Updated estimate following reinspection and documentation review.
CLM00323,EST0000868,2022-09-05,General Contractor,TP00039,Supplement,40400,32925,3982,1131,2362,Under Review,Updated estimate following reinspection and documentation review.
CLM00323,EST0000869,2022-08-18,Carrier,,Revised,46200,36839,1768,3213,4380,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00324,EST0000870,2022-12-03,Carrier,,Initial,53500,46427,2517,2328,2228,Final,Initial carrier estimate following inspection and scope review.
CLM00324,EST0000871,2022-12-16,Electrician,TP00090,Electrician Estimate,48500,35585,2267,2828,7820,Under Review,Estimate submitted by involved electrician.
CLM00325,EST0000872,2023-03-24,Carrier,,Initial,12400,9708,267,0,2425,Final,Initial carrier estimate following inspection and scope review.
CLM00326,EST0000873,2023-05-23,Carrier,,Initial,8200,5962,820,601,817,Superseded,Initial carrier estimate following inspection and scope review.
CLM00326,EST0000874,2023-06-06,General Contractor,TP00048,General Contractor Estimate,9900,7715,380,384,1421,Partially Accepted,Estimate submitted by involved general contractor.
CLM00327,EST0000875,2022-03-11,Carrier,,Initial,19900,15203,2292,567,1838,Final,Initial carrier estimate following inspection and scope review.
CLM00328,EST0000876,2025-04-15,Carrier,,Initial,23100,19445,1454,1104,1097,Final,Initial carrier estimate following inspection and scope review.
CLM00328,EST0000877,2025-04-24,Roofer,TP00034,Roofer Estimate,31700,23160,2509,2313,3718,Under Review,Estimate submitted by involved roofer.
