claim_id,note_id,note_date,record_type,note_type,author_role,event_type,correspondence_type,sender_type,sender_id,recipient_type,recipient_id,subject,related_third_party_id,note_text
CLM00183,NOTE00008358,2024-10-08 17:30:00,Event,Third Party,System,Third Party Added,,,,,,,TP00083,Inspector added to the claim: Coastal Inspection Services.
CLM00183,NOTE00008359,2024-10-09 09:45:00,Event,Third Party,System,Third Party Added,,,,,,,TP00033,Roofer added to the claim: Palm State Roofing.
CLM00183,NOTE00008356,2024-10-09 12:40:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection file reviewed for completeness. Observed damage and reported mechanism of loss documented for desk review.
CLM00183,NOTE00008377,2024-10-09 14:50:00,Note,General,Claim Adjuster,,,,,,,,,FNOL details reviewed for completeness and initial diary activity documented.
CLM00183,NOTE00008362,2024-10-10 12:45:00,Event,Third Party,System,Third Party Added,,,,,,,TP00079,Appraiser added to the claim: Florida Loss Appraisers.
CLM00183,NOTE00008388,2024-10-10 14:30:00,Correspondence,Customer Contact,Claim Adjuster,,Phone Call,Customer,,Claim Adjuster,,Estimate review,,Status contact completed with the insured and next steps reviewed.
CLM00183,NOTE00008376,2024-10-11 12:30:00,Note,Estimate,Claim Adjuster,,,,,,,,,Estimate line items and pricing reviewed against inspection documentation.
CLM00183,NOTE00008364,2024-10-11 13:40:00,Event,Estimate,System,Estimate Created,,,,,,,,"Initial carrier estimate created for approximately $28,000. Current initial reserve is $28,100."
CLM00183,NOTE00008379,2024-10-13 11:00:00,Correspondence,Third Party,Claim Adjuster,,Portal Message,Claim Adjuster,,Claim Adjuster,,Estimate review,,Third-party documentation received and added to the electronic claim file.
CLM00183,NOTE00008370,2024-10-13 15:20:00,Note,Investigation,Claim Adjuster,,,,,,,,,Loss facts and inspection findings reviewed for consistency.
CLM00183,NOTE00008386,2024-10-14 16:10:00,Correspondence,Third Party,Claim Adjuster,,Email,Claim Adjuster,,Claims Manager,,Claim status,,Third-party documentation received and added to the electronic claim file.
CLM00183,NOTE00008381,2024-10-15 12:10:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and observations reviewed for completeness.
CLM00183,NOTE00008380,2024-10-15 13:50:00,Correspondence,Customer Contact,Claim Adjuster,,Phone Call,Customer,,Claims Manager,,Documentation follow-up,,Status contact completed with the insured and next steps reviewed.
CLM00183,NOTE00008373,2024-10-15 14:30:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and observations reviewed for completeness.
CLM00183,NOTE00008372,2024-10-15 16:45:00,Note,General,Claim Adjuster,,,,,,,,,FNOL details reviewed for completeness and initial diary activity documented.
CLM00183,NOTE00008385,2024-10-16 10:40:00,Note,Document Request,Claim Adjuster,,,,,,,,,Outstanding supporting documentation noted for follow-up.
CLM00183,NOTE00008383,2024-10-16 12:00:00,Note,Investigation,Claim Adjuster,,,,,,,,,Loss facts and inspection findings reviewed for consistency.
CLM00183,NOTE00008365,2024-10-17 09:50:00,Correspondence,Estimate,Claim Adjuster,,Email,Third Party,TP00033,Claim Adjuster,,Repair estimate,TP00033,Roofer submitted an estimate for repair work. File moved to scope comparison and pricing review.
CLM00183,NOTE00008360,2024-10-19 10:05:00,Event,Third Party,System,Third Party Added,,,,,,,TP00051,General Contractor added to the claim: Gulf Atlantic Builders.
CLM00183,NOTE00008361,2024-10-20 12:50:00,Event,Third Party,System,Third Party Added,,,,,,,TP00076,Engineer added to the claim: Coastal Engineering Services.
CLM00183,NOTE00008382,2024-10-22 11:10:00,Note,Estimate,Claim Adjuster,,,,,,,,,Estimate and repair-scope review remain active. Carrier and available third-party scope information are being compared before the next claim decision.
CLM00184,NOTE00008390,2022-04-10 12:20:00,Event,Claim Handling,System,FNOL,,,,,,,,FNOL completed. Insured reports property damage attributed to hail with loss date 2022-04-01.
CLM00184,NOTE00008391,2022-04-10 15:40:00,Event,Claim Handling,System,Claim Assigned,,,,,,,,Claim assigned to the property claims queue for initial triage and adjuster assignment.
CLM00184,NOTE00008399,2022-04-12 12:00:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial triage completed and next handling action documented.
CLM00184,NOTE00008397,2022-04-12 15:05:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial triage completed and next handling action documented.
CLM00184,NOTE00008398,2022-04-15 08:15:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial triage completed and next handling action documented.
CLM00184,NOTE00008396,2022-04-15 12:15:00,Event,Third Party,System,Third Party Added,,,,,,,TP00093,HVAC Contractor added to the claim: Coastal Air Systems.
CLM00184,NOTE00008393,2022-04-15 13:30:00,Event,Third Party,System,Third Party Added,,,,,,,TP00034,Roofer added to the claim: StormGuard Roof Services.
CLM00184,NOTE00008394,2022-04-15 14:30:00,Event,Third Party,System,Third Party Added,,,,,,,TP00055,General Contractor added to the claim: Orange State Contracting.
CLM00184,NOTE00008395,2022-04-15 15:45:00,Event,Third Party,System,Third Party Added,,,,,,,TP00073,Engineer added to the claim: Gulf Forensic Engineering.
CLM00184,NOTE00008392,2022-04-15 17:10:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial claim intake remains under review. Triage activity is being completed before the next handling step.
CLM00185,NOTE00008401,2022-10-08 09:10:00,Event,Claim Handling,System,Claim Assigned,,,,,,,,Claim assigned to the property claims queue for initial triage and adjuster assignment.
CLM00185,NOTE00008400,2022-10-08 14:05:00,Event,Claim Handling,System,FNOL,,,,,,,,First Notice of Loss received for reported hail damage. Date of loss reported as 2022-09-29.
CLM00185,NOTE00008402,2022-10-09 17:30:00,Correspondence,Customer Contact,Claim Adjuster,,Phone Call,Claim Adjuster,,Customer,,Initial claim contact,,"Reached the insured and confirmed loss details. Explained inspection scheduling, documentation needs and expected claim handling steps."
CLM00185,NOTE00008403,2022-10-10 10:45:00,Correspondence,Document Request,Claim Adjuster,,Portal Message,Claim Adjuster,,Customer,,Supporting claim documentation,,Asked the insured to upload supporting photographs and any estimates or emergency repair documentation.
CLM00185,NOTE00008404,2022-10-10 12:20:00,Event,Inspection,System,Inspection Scheduled,,,,,,,,Property inspection scheduled and inspection assignment confirmed.
CLM00185,NOTE00008405,2022-10-11 12:05:00,Event,Inspection,System,Inspection Completed,,,,,,,,"Field inspection completed. Damage areas, condition of affected components and reported cause of loss were documented."
CLM00185,NOTE00008408,2022-10-11 17:05:00,Event,Third Party,System,Third Party Added,,,,,,,TP00082,Inspector added to the claim: Peninsula Property Inspections.
CLM00185,NOTE00008407,2022-10-12 08:30:00,Note,Investigation,Claim Adjuster,,,,,,,,,Weather verification reviewed. Reported loss window is consistent with Hurricane Ian and local storm conditions.
CLM00185,NOTE00008411,2022-10-12 09:45:00,Event,Third Party,System,Third Party Added,,,,,,,TP00018,Mitigation Company added to the claim: Sunrise Water Mitigation.
CLM00185,NOTE00008406,2022-10-12 12:40:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection file reviewed for completeness. Observed damage and reported mechanism of loss documented for desk review.
CLM00185,NOTE00008416,2022-10-16 15:00:00,Event,Estimate,System,Estimate Created,,,,,,,,"Initial carrier estimate created for approximately $11,300. Current initial reserve is $11,400."
CLM00185,NOTE00008464,2022-10-18 10:00:00,Correspondence,Customer Contact,Claim Adjuster,,Email,Claim Adjuster,,Claims Manager,,Next steps,,Status update provided regarding supplement or reinspection review.
CLM00185,NOTE00008440,2022-10-18 17:15:00,Correspondence,Customer Contact,Claim Adjuster,,Phone Call,Claim Adjuster,,Claims Manager,,Documentation follow-up,,Status contact completed with the insured and next steps reviewed.
CLM00185,NOTE00008472,2022-10-18 17:15:00,Correspondence,Customer Contact,Claim Adjuster,,Phone Call,Customer,,Claim Adjuster,,Claim status,,Status contact completed with the insured and next steps reviewed.
CLM00185,NOTE00008412,2022-10-20 09:00:00,Event,Third Party,System,Attorney Added,,,,,,,TP00012,Attorney added to the claim: Atlantic Home Claims Law.
CLM00185,NOTE00008420,2022-10-20 14:30:00,Correspondence,Legal,Claims Manager,,Letter,Attorney,TP00012,Claims Manager,,Letter of representation,TP00012,Attorney representation received. File updated and substantive claim correspondence will include counsel.
CLM00185,NOTE00008438,2022-10-21 11:15:00,Note,Estimate,Claim Adjuster,,,,,,,,,Supplemental scope and pricing differences reviewed.
CLM00185,NOTE00008485,2022-10-23 10:10:00,Note,Investigation,Claim Adjuster,,,,,,,,,Loss facts and inspection findings reviewed for consistency.
CLM00185,NOTE00008441,2022-10-23 13:40:00,Note,Manager Review,Claims Manager,,,,,,,,,"File reviewed for progress, coverage considerations and next actions."
CLM00185,NOTE00008415,2022-10-24 17:20:00,Event,Third Party,System,Third Party Added,,,,,,,TP00033,Roofer added to the claim: Palm State Roofing.
CLM00185,NOTE00008417,2022-10-25 08:50:00,Correspondence,Estimate,Claim Adjuster,,Email,Third Party,TP00026,Claim Adjuster,,Repair estimate,TP00026,Roofer submitted an estimate for repair work. File moved to scope comparison and pricing review.
CLM00185,NOTE00008409,2022-10-25 17:30:00,Event,Third Party,System,Third Party Added,,,,,,,TP00026,Roofer added to the claim: SunCoast Roofing Solutions.
CLM00185,NOTE00008418,2022-10-28 08:00:00,Event,Coverage,System,Coverage Review Started,,,,,,,,"Coverage and documentation review initiated based on inspection findings, reported cause of loss and submitted records."
CLM00185,NOTE00008410,2022-10-28 08:10:00,Event,Third Party,System,Third Party Added,,,,,,,TP00055,General Contractor added to the claim: Orange State Contracting.
CLM00185,NOTE00008451,2022-10-28 12:20:00,Correspondence,Third Party,Claim Adjuster,,Portal Message,Customer,,Customer,,Claim status,,Third-party documentation received and added to the electronic claim file.
CLM00185,NOTE00008484,2022-10-29 10:05:00,Note,Estimate,Claim Adjuster,,,,,,,,,Estimate line items and pricing reviewed against inspection documentation.
CLM00185,NOTE00008466,2022-10-31 13:05:00,Note,Manager Review,Claims Manager,,,,,,,,,Claim and litigation status reviewed with legal handling team.
CLM00185,NOTE00008491,2022-11-01 09:20:00,Note,Estimate,Claim Adjuster,,,,,,,,,Supplemental scope and pricing differences reviewed.
CLM00185,NOTE00008413,2022-11-03 08:20:00,Event,Third Party,System,Third Party Added,,,,,,,TP00079,Appraiser added to the claim: Florida Loss Appraisers.
CLM00185,NOTE00008414,2022-11-05 14:20:00,Event,Third Party,System,Third Party Added,,,,,,,TP00096,HVAC Contractor added to the claim: Bayfront Air & Mechanical.
CLM00185,NOTE00008436,2022-11-07 11:15:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial triage completed and next handling action documented.
CLM00185,NOTE00008421,2022-11-11 10:00:00,Note,Payment,Claim Adjuster,,,,,,,,,"Payment position reviewed based on accepted scope, deductible and current estimate."
CLM00185,NOTE00008473,2022-11-14 10:00:00,Note,Manager Review,Claims Manager,,,,,,,,,Claim and litigation status reviewed with legal handling team.
CLM00185,NOTE00008422,2022-11-14 14:50:00,Correspondence,Customer Contact,Claim Adjuster,,Email,Claim Adjuster,,Customer,,Claim payment/status update,,Updated the insured regarding the current valuation and payment position and explained remaining steps.
CLM00185,NOTE00008479,2022-11-17 08:10:00,Note,Manager Review,Claims Manager,,,,,,,,,"File reviewed for progress, coverage considerations and next actions."
CLM00185,NOTE00008419,2022-11-17 09:00:00,Note,Coverage,Senior Adjuster,,,,,,,,,"File reviewed for policy applicability and consistency between reported damage, inspection findings and submitted estimates."
CLM00185,NOTE00008496,2022-11-17 17:00:00,Note,Manager Review,Claims Manager,,,,,,,,,"File reviewed for progress, coverage considerations and next actions."
CLM00185,NOTE00008432,2022-11-19 16:40:00,Note,Manager Review,Claims Manager,,,,,,,,,Claim and litigation status reviewed with legal handling team.
CLM00185,NOTE00008434,2022-11-22 11:05:00,Correspondence,Third Party,Claim Adjuster,,Portal Message,Third Party,,Customer,,Documentation follow-up,,Third-party documentation received and added to the electronic claim file.
CLM00185,NOTE00008457,2022-11-23 15:00:00,Note,Legal,Internal Legal,,,,,,,,,Legal diary reviewed and outstanding litigation-related claim-file items documented.
CLM00185,NOTE00008454,2022-11-24 16:20:00,Note,Investigation,Claim Adjuster,,,,,,,,,Loss facts and inspection findings reviewed for consistency.
CLM00185,NOTE00008475,2022-11-27 14:50:00,Note,Estimate,Claim Adjuster,,,,,,,,,Estimate line items and pricing reviewed against inspection documentation.
CLM00185,NOTE00008435,2022-11-28 12:15:00,Note,Manager Review,Claims Manager,,,,,,,,,"File reviewed for progress, coverage considerations and next actions."
CLM00185,NOTE00008471,2022-12-01 17:00:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and observations reviewed for completeness.
CLM00185,NOTE00008423,2022-12-01 17:50:00,Event,Estimate,System,Supplement Received,,,,,,,,Supplemental estimate or additional scope documentation received for review.
CLM00185,NOTE00008460,2022-12-02 14:20:00,Note,Investigation,Claim Adjuster,,,,,,,,,Loss facts and inspection findings reviewed for consistency.
CLM00185,NOTE00008425,2022-12-02 15:50:00,Event,Inspection,System,Inspection Scheduled,,,,,,,,Reinspection or supplemental field review scheduled to address disputed scope items.
CLM00185,NOTE00008449,2022-12-03 10:15:00,Note,Payment,Claim Adjuster,,,,,,,,,Payment and reserve position reviewed against the current accepted estimate.
CLM00185,NOTE00008486,2022-12-04 10:30:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Final file documentation and financial entries reviewed for closure.
CLM00185,NOTE00008424,2022-12-04 13:45:00,Note,Estimate,Claim Adjuster,,,,,,,,,Scope differences remain unresolved after comparison of carrier and third-party estimates. File remains under active review.
CLM00185,NOTE00008433,2022-12-06 08:30:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial triage completed and next handling action documented.
CLM00185,NOTE00008470,2022-12-08 17:05:00,Note,Estimate,Claim Adjuster,,,,,,,,,Estimate line items and pricing reviewed against inspection documentation.
CLM00185,NOTE00008465,2022-12-10 08:20:00,Note,Investigation,Claim Adjuster,,,,,,,,,Loss facts and inspection findings reviewed for consistency.
CLM00185,NOTE00008493,2022-12-15 13:15:00,Note,Manager Review,Claims Manager,,,,,,,,,"File reviewed for progress, coverage considerations and next actions."
CLM00185,NOTE00008452,2022-12-16 15:45:00,Note,General,Claims Manager,,,,,,,,,Closure quality review completed and claim diary finalized.
CLM00185,NOTE00008463,2022-12-19 08:10:00,Note,General,Claims Manager,,,,,,,,,Closure quality review completed and claim diary finalized.
CLM00185,NOTE00008480,2022-12-20 08:40:00,Note,General,Claim Adjuster,,,,,,,,,FNOL details reviewed for completeness and initial diary activity documented.
CLM00185,NOTE00008458,2022-12-20 13:50:00,Correspondence,Customer Contact,Claim Adjuster,,Portal Message,Third Party,,Claim Adjuster,,Next steps,,Status contact completed with the insured and next steps reviewed.
CLM00185,NOTE00008476,2022-12-31 12:30:00,Note,Manager Review,Claims Manager,,,,,,,,,"File reviewed for progress, coverage considerations and next actions."
CLM00185,NOTE00008456,2023-01-01 13:05:00,Note,Manager Review,Claims Manager,,,,,,,,,"File reviewed for progress, coverage considerations and next actions."
CLM00185,NOTE00008444,2023-01-02 08:05:00,Note,Legal,Internal Legal,,,,,,,,,Legal diary reviewed and outstanding litigation-related claim-file items documented.
CLM00185,NOTE00008494,2023-01-03 13:20:00,Note,Manager Review,Claims Manager,,,,,,,,,Claim and litigation status reviewed with legal handling team.
CLM00185,NOTE00008448,2023-01-06 08:40:00,Correspondence,Customer Contact,Claim Adjuster,,Portal Message,Third Party,,Customer,,Claim status,,Status contact completed with the insured and next steps reviewed.
CLM00185,NOTE00008492,2023-01-08 11:00:00,Correspondence,Customer Contact,Claim Adjuster,,Phone Call,Customer,,Customer,,Next steps,,Status update provided regarding supplement or reinspection review.
CLM00185,NOTE00008427,2023-01-09 16:50:00,Correspondence,Customer Contact,Claim Adjuster,,Portal Message,Claim Adjuster,,Claim Adjuster,,Documentation follow-up,,Status update provided regarding supplement or reinspection review.
CLM00185,NOTE00008455,2023-01-12 14:15:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and observations reviewed for completeness.
CLM00185,NOTE00008474,2023-01-14 11:50:00,Note,Coverage,Senior Adjuster,,,,,,,,,Coverage review diary updated with outstanding documentation and causation items.
CLM00185,NOTE00008450,2023-01-14 12:10:00,Note,Estimate,Claim Adjuster,,,,,,,,,Supplemental scope and pricing differences reviewed.
CLM00185,NOTE00008447,2023-01-14 15:05:00,Note,General,Claims Manager,,,,,,,,,Closure quality review completed and claim diary finalized.
CLM00185,NOTE00008478,2023-01-15 15:00:00,Note,Estimate,Claim Adjuster,,,,,,,,,Estimate line items and pricing reviewed against inspection documentation.
CLM00185,NOTE00008469,2023-01-17 17:15:00,Note,Manager Review,Claims Manager,,,,,,,,,Claim and litigation status reviewed with legal handling team.
CLM00185,NOTE00008445,2023-01-23 08:40:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Final file documentation and financial entries reviewed for closure.
CLM00185,NOTE00008428,2023-01-24 12:30:00,Note,Investigation,Claim Adjuster,,,,,,,,,Loss facts and inspection findings reviewed for consistency.
CLM00185,NOTE00008446,2023-01-24 16:45:00,Note,Legal,Internal Legal,,,,,,,,,Legal diary reviewed and outstanding litigation-related claim-file items documented.
CLM00185,NOTE00008488,2023-01-31 09:10:00,Correspondence,Customer Contact,Claim Adjuster,,Portal Message,Customer,,Claims Manager,,Documentation follow-up,,Customer provided an update regarding payment status and remaining items.
CLM00185,NOTE00008490,2023-01-31 11:00:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Final file documentation and financial entries reviewed for closure.
CLM00185,NOTE00008461,2023-02-02 08:45:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial triage completed and next handling action documented.
CLM00185,NOTE00008437,2023-02-03 14:10:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial triage completed and next handling action documented.
CLM00185,NOTE00008468,2023-02-04 09:10:00,Correspondence,Customer Contact,Claim Adjuster,,Portal Message,Third Party,,Claims Manager,,Claim status,,Status contact completed with the insured and next steps reviewed.
CLM00185,NOTE00008443,2023-02-04 14:15:00,Correspondence,Third Party,Claim Adjuster,,Email,Third Party,,Claim Adjuster,,Next steps,,Third-party documentation received and added to the electronic claim file.
CLM00185,NOTE00008495,2023-02-05 09:05:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Final file documentation and financial entries reviewed for closure.
CLM00185,NOTE00008430,2023-02-07 11:30:00,Note,Estimate,Claim Adjuster,,,,,,,,,Estimate line items and pricing reviewed against inspection documentation.
CLM00185,NOTE00008483,2023-02-09 11:50:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and observations reviewed for completeness.
CLM00185,NOTE00008487,2023-02-10 09:20:00,Correspondence,Third Party,Claim Adjuster,,Email,Third Party,,Customer,,Estimate review,,Third-party documentation received and added to the electronic claim file.
CLM00185,NOTE00008429,2023-02-12 17:10:00,Note,General,Claim Adjuster,,,,,,,,,FNOL details reviewed for completeness and initial diary activity documented.
CLM00185,NOTE00008431,2023-02-16 11:20:00,Note,General,Claims Manager,,,,,,,,,Closure quality review completed and claim diary finalized.
CLM00185,NOTE00008453,2023-02-18 13:45:00,Note,Manager Review,Claims Manager,,,,,,,,,"Escalated file reviewed for unresolved scope, communication and documentation issues."
CLM00185,NOTE00008439,2023-02-20 08:05:00,Note,Document Request,Claim Adjuster,,,,,,,,,Outstanding supporting documentation noted for follow-up.
CLM00185,NOTE00008467,2023-02-21 11:10:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and observations reviewed for completeness.
CLM00185,NOTE00008477,2023-02-21 15:05:00,Note,General,Claim Adjuster,,,,,,,,,FNOL details reviewed for completeness and initial diary activity documented.
CLM00185,NOTE00008462,2023-02-23 12:00:00,Correspondence,Customer Contact,Claim Adjuster,,Email,Customer,,Claims Manager,,Estimate review,,Customer provided an update regarding payment status and remaining items.
CLM00185,NOTE00008489,2023-02-23 16:10:00,Note,Legal,Internal Legal,,,,,,,,,Legal diary reviewed and outstanding litigation-related claim-file items documented.
CLM00185,NOTE00008442,2023-02-24 10:05:00,Note,Manager Review,Claims Manager,,,,,,,,,Claim and litigation status reviewed with legal handling team.
CLM00185,NOTE00008459,2023-02-26 16:40:00,Note,Manager Review,Claims Manager,,,,,,,,,"File reviewed for progress, coverage considerations and next actions."
CLM00185,NOTE00008481,2023-02-26 17:45:00,Note,Investigation,Claim Adjuster,,,,,,,,,Loss facts and inspection findings reviewed for consistency.
CLM00185,NOTE00008482,2023-02-27 17:50:00,Correspondence,Customer Contact,Claim Adjuster,,Phone Call,Customer,,Customer,,Estimate review,,Status update provided regarding supplement or reinspection review.
CLM00185,NOTE00008426,2023-03-02 11:40:00,Event,Claim Handling,System,Claim Closed,,,,,,,,Claim handling completed and final disposition communicated. File closed after financial and documentation review.
CLM00186,NOTE00008498,2024-05-18 12:00:00,Event,Claim Handling,System,Claim Assigned,,,,,,,,Claim assigned to the property claims queue for initial triage and adjuster assignment.
CLM00186,NOTE00008497,2024-05-18 13:00:00,Event,Claim Handling,System,FNOL,,,,,,,,FNOL completed. Insured reports property damage attributed to hurricane with loss date 2024-04-13.
CLM00186,NOTE00008499,2024-05-19 09:05:00,Correspondence,Customer Contact,Claim Adjuster,,Phone Call,Claim Adjuster,,Customer,,Initial claim contact,,"Initial call with policyholder completed. Confirmed reported cause of loss and discussed photographs, repair documentation and inspection expectations."
CLM00186,NOTE00008566,2024-05-19 10:45:00,Note,Legal,Internal Legal,,,,,,,,,Legal diary reviewed and outstanding litigation-related claim-file items documented.
CLM00186,NOTE00008500,2024-05-20 16:10:00,Correspondence,Document Request,Claim Adjuster,,Portal Message,Claim Adjuster,,Customer,,Supporting claim documentation,,"Sent document request for photographs, receipts, invoices and any contractor or mitigation records already available."
CLM00186,NOTE00008501,2024-05-20 17:50:00,Event,Inspection,System,Inspection Scheduled,,,,,,,,Property inspection scheduled and inspection assignment confirmed.
CLM00186,NOTE00008504,2024-05-22 08:15:00,Note,Investigation,Claim Adjuster,,,,,,,,,Weather information reviewed alongside inspection findings. No catastrophe assignment was made based solely on the current record.
CLM00186,NOTE00008505,2024-05-22 11:50:00,Event,Third Party,System,Third Party Added,,,,,,,TP00083,Inspector added to the claim: Coastal Inspection Services.
CLM00186,NOTE00008502,2024-05-22 17:30:00,Event,Inspection,System,Inspection Completed,,,,,,,,"Field inspection completed. Damage areas, condition of affected components and reported cause of loss were documented."
CLM00186,NOTE00008503,2024-05-23 08:30:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection file reviewed for completeness. Observed damage and reported mechanism of loss documented for desk review.
CLM00186,NOTE00008550,2024-05-23 17:30:00,Note,Payment,Claim Adjuster,,,,,,,,,Payment and reserve position reviewed against the current accepted estimate.
CLM00186,NOTE00008515,2024-05-25 09:50:00,Event,Third Party,System,Third Party Added,,,,,,,TP00045,Plumber added to the claim: Bayfront Plumbing Services.
CLM00186,NOTE00008573,2024-05-25 15:05:00,Note,Manager Review,Claims Manager,,,,,,,,,Claim and litigation status reviewed with legal handling team.
CLM00186,NOTE00008543,2024-05-25 16:40:00,Note,Investigation,Claim Adjuster,,,,,,,,,Loss facts and inspection findings reviewed for consistency.
CLM00186,NOTE00008519,2024-05-26 11:15:00,Event,Estimate,System,Estimate Created,,,,,,,,"Initial carrier estimate created for approximately $69,300. Current initial reserve is $72,100."
CLM00186,NOTE00008513,2024-05-26 15:40:00,Event,Third Party,System,Third Party Added,,,,,,,TP00077,Appraiser added to the claim: Coastal Property Appraisal.
CLM00186,NOTE00008548,2024-05-27 17:05:00,Note,Estimate,Claim Adjuster,,,,,,,,,Estimate line items and pricing reviewed against inspection documentation.
CLM00186,NOTE00008509,2024-05-29 12:20:00,Event,Third Party,System,Third Party Added,,,,,,,TP00035,Roofer added to the claim: Sunrise Roofing & Exteriors.
CLM00186,NOTE00008512,2024-06-01 17:40:00,Event,Third Party,System,Third Party Added,,,,,,,TP00080,Appraiser added to the claim: Atlantic Property Valuation.
CLM00186,NOTE00008546,2024-06-02 11:20:00,Note,Estimate,Claim Adjuster,,,,,,,,,Supplemental scope and pricing differences reviewed.
CLM00186,NOTE00008514,2024-06-02 17:05:00,Event,Third Party,System,Third Party Added,,,,,,,TP00075,Engineer added to the claim: Florida Structural Review.
CLM00186,NOTE00008506,2024-06-03 10:15:00,Event,Third Party,System,Third Party Added,,,,,,,TP00032,Roofer added to the claim: Coastal Crown Roofing.
CLM00186,NOTE00008517,2024-06-03 16:15:00,Event,Third Party,System,Third Party Added,,,,,,,TP00030,Roofer added to the claim: Gulf Ridge Roofing.
CLM00186,NOTE00008516,2024-06-05 08:45:00,Event,Third Party,System,Third Party Added,,,,,,,TP00086,Emergency Services Provider added to the claim: Rapid Response Property Services.
CLM00186,NOTE00008520,2024-06-05 11:40:00,Correspondence,Estimate,Claim Adjuster,,Email,Third Party,TP00032,Claim Adjuster,,Repair estimate,TP00032,Received repair estimate from the involved roofer. Scope and pricing are being compared with the carrier estimate.
CLM00186,NOTE00008507,2024-06-06 10:10:00,Event,Third Party,System,Third Party Added,,,,,,,TP00051,General Contractor added to the claim: Gulf Atlantic Builders.
CLM00186,NOTE00008544,2024-06-06 12:30:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial triage completed and next handling action documented.
CLM00186,NOTE00008522,2024-06-07 10:15:00,Event,Coverage,System,Coverage Review Started,,,,,,,,"Coverage and documentation review initiated based on inspection findings, reported cause of loss and submitted records."
CLM00186,NOTE00008511,2024-06-07 15:50:00,Event,Third Party,System,Third Party Added,,,,,,,TP00089,Electrician added to the claim: Sunstate Electrical Services.
CLM00186,NOTE00008508,2024-06-11 16:10:00,Event,Third Party,System,Public Adjuster Added,,,,,,,TP00071,Public Adjuster added to the claim: Bayfront Claim Consultants.
CLM00186,NOTE00008510,2024-06-11 16:50:00,Event,Third Party,System,Third Party Added,,,,,,,TP00088,Emergency Services Provider added to the claim: Coastal Emergency Services.
CLM00186,NOTE00008521,2024-06-14 15:50:00,Correspondence,Estimate,Claim Adjuster,,Email,Public Adjuster,TP00071,Claim Adjuster,,Representation and estimate package,TP00071,Public adjuster submitted representation documentation and an estimate package for review.
CLM00186,NOTE00008541,2024-06-16 09:10:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and observations reviewed for completeness.
CLM00186,NOTE00008534,2024-06-16 16:10:00,Note,Legal,Internal Legal,,,,,,,,,Legal diary reviewed and outstanding litigation-related claim-file items documented.
CLM00186,NOTE00008577,2024-06-17 17:50:00,Note,Estimate,Claim Adjuster,,,,,,,,,Supplemental scope and pricing differences reviewed.
CLM00186,NOTE00008535,2024-06-18 13:15:00,Note,Investigation,Claim Adjuster,,,,,,,,,Loss facts and inspection findings reviewed for consistency.
CLM00186,NOTE00008523,2024-06-19 11:05:00,Note,Coverage,Senior Adjuster,,,,,,,,,"File reviewed for policy applicability and consistency between reported damage, inspection findings and submitted estimates."
CLM00186,NOTE00008557,2024-06-20 08:15:00,Note,Estimate,Claim Adjuster,,,,,,,,,Supplemental scope and pricing differences reviewed.
CLM00186,NOTE00008518,2024-06-20 09:50:00,Event,Third Party,System,Third Party Added,,,,,,,TP00063,Restoration Company added to the claim: Gulf Coast Recovery Services.
CLM00186,NOTE00008572,2024-06-21 14:15:00,Correspondence,Customer Contact,Claim Adjuster,,Portal Message,Customer,,Claim Adjuster,,Estimate review,,Customer provided an update regarding payment status and remaining items.
CLM00186,NOTE00008561,2024-06-21 15:50:00,Note,Legal,Internal Legal,,,,,,,,,Legal diary reviewed and outstanding litigation-related claim-file items documented.
CLM00186,NOTE00008528,2024-06-26 10:40:00,Correspondence,Complaint,Claims Manager,,Phone Call,Customer,,Claims Manager,,Claim handling complaint,,Complaint received concerning scope and timing of the claim. Management review requested.
CLM00186,NOTE00008527,2024-07-04 11:40:00,Note,Estimate,Claim Adjuster,,,,,,,,,Scope differences remain unresolved after comparison of carrier and third-party estimates. File remains under active review.
